Année,Cause,Data qualifier,Juridiction,Jurisdiction,Niveau d'intervention,Number,Origine,Protection zone,Response category,Year,Zone de protection
2001,Recreation,a,Québec,Quebec,Aucune,0,Récréation,Limited,None,2001,Limitée
2002,Recreation,a,Québec,Quebec,Aucune,4,Récréation,Limited,None,2002,Limitée
2003,Recreation,a,Québec,Quebec,Aucune,3,Récréation,Limited,None,2003,Limitée
2004,Recreation,a,Québec,Quebec,Aucune,0,Récréation,Limited,None,2004,Limitée
2005,Recreation,a,Québec,Quebec,Aucune,1,Récréation,Limited,None,2005,Limitée
2006,Recreation,a,Québec,Quebec,Aucune,1,Récréation,Limited,None,2006,Limitée
2007,Recreation,a,Québec,Quebec,Aucune,1,Récréation,Limited,None,2007,Limitée
2008,Recreation,a,Québec,Quebec,Aucune,0,Récréation,Limited,None,2008,Limitée
2009,Recreation,a,Québec,Quebec,Aucune,0,Récréation,Limited,None,2009,Limitée
2010,Recreation,a,Québec,Quebec,Aucune,1,Récréation,Limited,None,2010,Limitée
2011,Recreation,a,Québec,Quebec,Aucune,2,Récréation,Limited,None,2011,Limitée
2012,Recreation,a,Québec,Quebec,Aucune,2,Récréation,Limited,None,2012,Limitée
2013,Recreation,a,Québec,Quebec,Aucune,3,Récréation,Limited,None,2013,Limitée
2014,Recreation,a,Québec,Quebec,Aucune,1,Récréation,Limited,None,2014,Limitée
2015,Recreation,a,Québec,Quebec,Aucune,0,Récréation,Limited,None,2015,Limitée
2016,Recreation,a,Québec,Quebec,Aucune,1,Récréation,Limited,None,2016,Limitée
2017,Recreation,a,Québec,Quebec,Aucune,0,Récréation,Limited,None,2017,Limitée
1990,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,1990,Limitée
1991,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,1991,Limitée
1992,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,1992,Limitée
1993,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,1993,Limitée
1994,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,1994,Limitée
1995,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,1995,Limitée
1996,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,1996,Limitée
1997,Recreation,a,Saskatchewan,Saskatchewan,Aucune,0,Récréation,Limited,None,1997,Limitée
1998,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,1998,Limitée
1999,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,1999,Limitée
2000,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2000,Limitée
2001,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2001,Limitée
2002,Recreation,u,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2002,Limitée
2003,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2003,Limitée
2004,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2004,Limitée
2005,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2005,Limitée
2006,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2006,Limitée
2007,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2007,Limitée
2008,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2008,Limitée
2009,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2009,Limitée
2010,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2010,Limitée
2011,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2011,Limitée
2012,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2012,Limitée
2013,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2013,Limitée
2014,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2014,Limitée
2015,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2015,Limitée
2016,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2016,Limitée
2017,Recreation,n,Saskatchewan,Saskatchewan,Aucune,,Récréation,Limited,None,2017,Limitée
1990,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,1990,Limitée
1991,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,1991,Limitée
1992,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,1992,Limitée
1993,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,1993,Limitée
1994,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,1994,Limitée
1995,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,1995,Limitée
1996,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,1996,Limitée
1997,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,1997,Limitée
1998,Recreation,u,Yukon,Yukon,Aucune,,Récréation,Limited,None,1998,Limitée
1999,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,1999,Limitée
2000,Recreation,n,Yukon,Yukon,Aucune,,Récréation,Limited,None,2000,Limitée
2001,Recreation,u,Yukon,Yukon,Aucune,,Récréation,Limited,None,2001,Limitée
2002,Recreation,a,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2002,Limitée
2003,Recreation,a,Yukon,Yukon,Aucune,3,Récréation,Limited,None,2003,Limitée
2004,Recreation,a,Yukon,Yukon,Aucune,3,Récréation,Limited,None,2004,Limitée
2005,Recreation,a,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2005,Limitée
2006,Recreation,a,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2006,Limitée
2007,Recreation,a,Yukon,Yukon,Aucune,1,Récréation,Limited,None,2007,Limitée
2008,Recreation,a,Yukon,Yukon,Aucune,1,Récréation,Limited,None,2008,Limitée
2009,Recreation,a,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2009,Limitée
2010,Recreation,a,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2010,Limitée
2011,Recreation,e,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2011,Limitée
2012,Recreation,e,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2012,Limitée
2013,Recreation,e,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2013,Limitée
2014,Recreation,e,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2014,Limitée
2015,Recreation,e,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2015,Limitée
2016,Recreation,e,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2016,Limitée
2017,Recreation,e,Yukon,Yukon,Aucune,0,Récréation,Limited,None,2017,Limitée
1990,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1990,Limitée
1991,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1991,Limitée
1992,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1992,Limitée
1993,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1993,Limitée
1994,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1994,Limitée
1995,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1995,Limitée
1996,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1996,Limitée
1997,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1997,Limitée
1998,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1998,Limitée
1999,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,1999,Limitée
2000,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2000,Limitée
2001,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2001,Limitée
2002,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2002,Limitée
2003,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2003,Limitée
2004,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2004,Limitée
2005,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2005,Limitée
2006,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2006,Limitée
2007,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2007,Limitée
2008,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2008,Limitée
2009,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2009,Limitée
2010,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2010,Limitée
2011,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2011,Limitée
2012,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2012,Limitée
2013,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2013,Limitée
2014,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2014,Limitée
2015,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2015,Limitée
2016,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2016,Limitée
2017,Recreation,a,Territoires du Nord-Ouest,Northwest Territories,Aucune,0,Récréation,Limited,None,2017,Limitée
2018,Recreation,n,Territoires du Nord-Ouest,Northwest Territories,Aucune,,Récréation,Limited,None,2018,Limitée
1990,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1994,Limitée
1995,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1996,Limitée
1997,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1997,Limitée
1998,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1998,Limitée
1999,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,1999,Limitée
2000,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2001,Limitée
2002,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2002,Limitée
2003,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2003,Limitée
2004,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2004,Limitée
2005,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2005,Limitée
2006,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2006,Limitée
2007,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2007,Limitée
2008,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2008,Limitée
2009,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2009,Limitée
2010,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2010,Limitée
2011,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2011,Limitée
2012,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2012,Limitée
2013,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2013,Limitée
2014,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2014,Limitée
2015,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2015,Limitée
2016,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2016,Limitée
2017,Residents,n,Alberta,Alberta,Aucune,,Résidants,Limited,None,2017,Limitée
1990,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1994,Limitée
1995,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1996,Limitée
1997,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1997,Limitée
1998,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1998,Limitée
1999,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,1999,Limitée
2000,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2001,Limitée
2002,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2002,Limitée
2003,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2003,Limitée
2004,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2004,Limitée
2005,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2005,Limitée
2006,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2006,Limitée
2007,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2007,Limitée
2008,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2008,Limitée
2009,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2009,Limitée
2010,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2010,Limitée
2011,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2011,Limitée
2012,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2012,Limitée
2013,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2013,Limitée
2014,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2014,Limitée
2015,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2015,Limitée
2016,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2016,Limitée
2017,Residents,n,Colombie-Britannique,British Columbia,Aucune,,Résidants,Limited,None,2017,Limitée
1990,Residents,n,Manitoba,Manitoba,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,n,Manitoba,Manitoba,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,n,Manitoba,Manitoba,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,n,Manitoba,Manitoba,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,n,Manitoba,Manitoba,Aucune,,Résidants,Limited,None,1994,Limitée
1995,Residents,n,Manitoba,Manitoba,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,a,Manitoba,Manitoba,Aucune,1,Résidants,Limited,None,1996,Limitée
1997,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,1997,Limitée
1998,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,1998,Limitée
1999,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,1999,Limitée
2000,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2000,Limitée
2001,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2001,Limitée
2002,Residents,a,Manitoba,Manitoba,Aucune,2,Résidants,Limited,None,2002,Limitée
2003,Residents,a,Manitoba,Manitoba,Aucune,1,Résidants,Limited,None,2003,Limitée
2004,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2004,Limitée
2005,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2005,Limitée
2006,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2006,Limitée
2007,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2007,Limitée
2008,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2008,Limitée
2009,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2009,Limitée
2010,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2010,Limitée
2011,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2011,Limitée
2012,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2012,Limitée
2013,Residents,a,Manitoba,Manitoba,Aucune,1,Résidants,Limited,None,2013,Limitée
2014,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2014,Limitée
2015,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2015,Limitée
2016,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2016,Limitée
2017,Residents,a,Manitoba,Manitoba,Aucune,0,Résidants,Limited,None,2017,Limitée
1990,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1994,Limitée
1995,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,n,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1996,Limitée
1997,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1997,Limitée
1998,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1998,Limitée
1999,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,1999,Limitée
2000,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2001,Limitée
2002,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2002,Limitée
2003,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2003,Limitée
2004,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2004,Limitée
2005,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2005,Limitée
2006,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2006,Limitée
2007,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2007,Limitée
2008,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2008,Limitée
2009,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2009,Limitée
2010,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2010,Limitée
2011,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2011,Limitée
2012,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2012,Limitée
2013,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2013,Limitée
2014,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2014,Limitée
2015,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2015,Limitée
2016,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2016,Limitée
2017,Residents,u,Parcs nationaux,National parks,Aucune,,Résidants,Limited,None,2017,Limitée
1990,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1994,Limitée
1995,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1995,Limitée
1996,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1996,Limitée
1997,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1997,Limitée
1998,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1998,Limitée
1999,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,1999,Limitée
2000,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2001,Limitée
2002,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2002,Limitée
2003,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2003,Limitée
2004,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2004,Limitée
2005,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2005,Limitée
2006,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2006,Limitée
2007,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2007,Limitée
2008,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2008,Limitée
2009,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2009,Limitée
2010,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2010,Limitée
2011,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2011,Limitée
2012,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2012,Limitée
2013,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2013,Limitée
2014,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2014,Limitée
2015,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2015,Limitée
2016,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2016,Limitée
2017,Residents,n,Nouveau-Brunswick,New Brunswick,Aucune,,Résidants,Limited,None,2017,Limitée
1990,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1990,Limitée
1991,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1991,Limitée
1992,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1992,Limitée
1993,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1993,Limitée
1994,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1994,Limitée
1995,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1995,Limitée
1996,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1996,Limitée
1997,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1997,Limitée
1998,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1998,Limitée
1999,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,1999,Limitée
2000,Residents,u,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,,Résidants,Limited,None,2000,Limitée
2001,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2001,Limitée
2002,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2002,Limitée
2003,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2003,Limitée
2004,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2004,Limitée
2005,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2005,Limitée
2006,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2006,Limitée
2007,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2007,Limitée
2008,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2008,Limitée
2009,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2009,Limitée
2010,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,1,Résidants,Limited,None,2010,Limitée
2011,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2011,Limitée
2012,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2012,Limitée
2013,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2013,Limitée
2014,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2014,Limitée
2015,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2015,Limitée
2016,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2016,Limitée
2017,Residents,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Aucune,0,Résidants,Limited,None,2017,Limitée
1990,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1990,Limitée
1991,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1991,Limitée
1992,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1992,Limitée
1993,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1993,Limitée
1994,Residents,n,Nouvelle-Écosse,Nova Scotia,Aucune,,Résidants,Limited,None,1994,Limitée
